RESOLUÇÃO,CTT,N°,DEMANDA,ATIVO/RECEPTIVO,DIRETOR,BANCO,RESPONSÁVEL,  ,
17/01/2025,224008,2,VERIFICAR SE FOI FORMALIZADO UM REFINANCIAMENTO,ATIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,REFINANCIAMENTO
14/01/2025,158276 ,1,"R$ 2.500,00",RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,SEM DESCONTO
15/01/2025,214574,1,VALORES,ATIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
14/01/2025,152304,1,VALORES,ATIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,APROVADO
15/01/2025,215889 ,1,"R$ 10.000,00",RECEPTIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
14/01/2025, 200029,1,"R$ 14.000,00",RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,APROVADO
14/01/2025,211595 ,1,VALORES,ATIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
14/01/2025,203135,2,"R$ 12.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
14/01/2025,"214539
",1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,227265,1,VALORES,ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
17/01/2025,196872 ,2,"R$ 25.000,00",ATIVO,JULIO,GMAC,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
20/01/2025,227981,2,"R$ 5.000,00",ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
14/01/2025, 223717,5,50% Á 80%,RECEPTIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,
15/01/2025,222976 ,2,"R$ 6.000,00",ATIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,SEM DESCONTO
14/01/2025,214111,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
14/01/2025,166358,1,"R$ 30.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,
14/01/2025,226215,2,"R$ 10.000,00",RECEPTIVO,JULIO,ITAÚ,YURI,RESOLVIDO,SEM DESCONTO
16/01/2025,218053 ,2,VERIFICAR SE O CLIENTE FEZ O ACORDO,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,QUITADO EMPRESA
14/01/2025,220479 ,1,"R$ 2.500,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
14/01/2025,218053,,valores,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
14/01/2025,188826,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,APROVADO
14/01/2025,210140,4,ENTREGA AMIGAVEL,RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,ENTREGA AMIGAVEL
14/01/2025,234250,2,VALORES,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
14/01/2025,211386,,VALORES,RECEPTIVO,JULIO,VOLKSWAGEN,FELIPE,RESOLVIDO,SEM DESCONTO
16/01/2025,174612,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,AGUARDANDO COMPROVANTE
15/01/2025,223028 ,1,"R$8.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
15/01/2025,204142 ,2,"R$ 15.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
14/01/2025,204526,1,"R$ 15.000,00",RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,SEM DESCONTO
14/01/2025,215761,1,"R$ 4.000,00",RECEPTIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,
15/01/2025,219436,2,"R$ 50.000,00",RECEPTIVO,JULIO,ITAÚ,JULIANE,RESOLVIDO,SEM DESCONTO
20/01/2025,188899,1,"R$ 8.000,00",ATIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,SEM DESCONTO
15/01/2025,183628,,VALORES,ATIVO,JULIO,RENNER,THALISSON,RESOLVIDO,APROVADO
15/01/2025,192780,1,"R$ 8.639,80",RECEPTIVO,JULIO,PANAMERICANO,ELIZABETE,RESOLVIDO,SEM DESCONTO
15/01/2025,196989,3,"16.000,00",RECEPTIVO,JULIO,ITAÚ,YURI,RESOLVIDO,APROVADO
16/01/2025,215027,2,valores,RECEPTIVO,ANTUNES,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
16/01/2025,216590,1,valores,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
16/01/2025,194814,3,valores,RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
17/01/2025,218597,2,VALORES,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
17/01/2025,217156,2,VALORES,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,
17/01/2025,234315,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,SEM DESCONTO
17/01/2025,212684,1,valores,RECEPTIVO,JULIO,ITAÚ,NUNO,RESOLVIDO,SEM DESCONTO
20/01/2025,215027,2,valores,RECEPTIVO,ANTUNES,SANTANDER,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,194814,3,valores,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
20/01/2025,225572,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
21/01/2025,205497,1,VALORES,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,AGUARDANDO PROCURAÇÃO
22/01/2025,221992,1,valores,RECEPTIVO,JULIO,BV FINANCEIRA,IGOR,RESOLVIDO,QUITADO EMPRESA
15/01/2025,203132,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
15/01/2025,214130,4,"R$ 16.000,00",RECEPTIVO,JULIO,OMNI,ANA LIDIA,RESOLVIDO,APROVADO
15/01/2025,142205,1,valores,RECEPTIVO,ANTUNES,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
16/01/2025,227029,1,VALORES,RECEPTIVO,JULIO,OMNI,ELISANGELA,RESOLVIDO,APROVADO
15/01/2025,216359,5,"R$ 11.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
15/01/2025,190295,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
15/01/2025,215947,2,"R$ 5.000,00",RECEPTIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
15/01/2025,182311,2,VALORES,RECEPTIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,
15/01/2025,181666,1,VALORES,RECEPTIVO,ANTUNES,BRADESCO,ADRIANO,RESOLVIDO,APROVADO
16/01/2025,212852,2,CLIENTE TEM INTERESSE NA ATUALIZAÇÃO DE PARCELAS (DISPÕE DE 5 MIL),RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
17/01/2025, 215683,2,"R$ 7.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
20/01/2025,184204,2,"R$ 16.000,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,APROVADO
20/01/2025,172851,2,VALORES,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,SEM DESCONTO
15/01/2025,202678,1,VALORES,RECEPTIVO,JULIO,ITAÚ,YURI,RESOLVIDO,APROVADO
15/01/2025,223520,1,"R$ 17.000,00",RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,SEM DESCONTO
17/01/2025,222820 ,1,VERIFICAR SE QUITOU ,RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,CANCELADO
15/01/2025,197809,1,VALORES,RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
16/01/2025,216011 ,2,"R$ 2.000,00",ATIVO,JULIO,BRADESCO,ELISANGELA,RESOLVIDO,SEM DESCONTO
20/01/2025,204982 ,1,"R$ 24.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,FANTASMA
20/01/2025, 211345,1," R$ 5.000,00",RECEPTIVO,JULIO,PANAMERICANO,NUNO,RESOLVIDO,SEM DESCONTO
16/01/2025,196989,3,"R$ 16.000,00",RECEPTIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,APROVADO
15/01/2025,131085,1,valores,RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
16/01/2025,227556,2,"R$ 5.000,00",RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
15/01/2025,217968,2,50% á 80%,ATIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
16/01/2025,238966 ,1,1.250.00,RECEPTIVO,JULIO,BRADESCO,JULIANE,RESOLVIDO,TRANSFERÊNCIA
15/01/2025,224489,1,"R$ 12.000,00",RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
15/01/2025,209501 ,1,"R$ 9.000,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
16/01/2025,230316 ,1,"R$ 4.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,197586,1,"R$ 5.000,00",RECEPTIVO,JULIO,RENNER,ANA LIDIA,RESOLVIDO,APROVADO
15/01/2025,220378,1,50% a 80%,ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
17/01/2025,181650,1,VALORES,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,AGUARDANDO MINUTA E BOLETO
15/01/2025,207049,,valores,RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
15/01/2025,223675,,ENTRAR EM CONTATO COM O CLIENTE,RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,SEM DESCONTO
15/01/2025,204204,,valores,RECEPTIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
15/01/2025, 201314,2,VALORES,RECEPTIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,SEM DESCONTO
15/01/2025,218362,2,VALORES,RECEPTIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,APROVADO
15/01/2025,201314,2,CONTATO CLIENTE,RECEPTIVO,JULIO,BRADESCO,ANA GESSICA,RESOLVIDO,INFORMAÇÕES 
15/01/2025,161183,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
15/01/2025,185818,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
15/01/2025,180098,,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
16/01/2025,216478,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,QUITADO EMPRESA
17/01/2025,176872,2,"R$ 7.500,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,221793,2,"ANALISE 17.900,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,174437,2,valores,RECEPTIVO,JULIO,BV FINANCEIRA,ALINE,RESOLVIDO,
16/01/2025,223270,5,"valores 3.559,20  a 5.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,NUNO,RESOLVIDO,SEM DESCONTO
15/01/2025,198046,2,"CLIENTE RECEBEU PROPOSTA DE R$ 17.000,00",RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
17/01/2025,209174,1,"CLIENTE RECEBU PROPOSTA NO VALOR DE R$ 23.498,76",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,227556,2," R$ 6.000,00",RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,
15/01/2025,229152,4,"recebeu uma proposta de 4.806,79",RECEPTIVO,JULIO,OMNI,LUARA,RESOLVIDO,
15/01/2025,205923,2,,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,APROVADO
15/01/2025,198840,2,,RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
17/01/2025,209769,1,"8.000,00",RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,SEM DESCONTO
17/01/2025,217156,2,valores,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,APROVADO
23/01/2025,225945,1,valores,RECEPTIVO,ANTUNES,BRADESCO,ALINE,RESOLVIDO,AGUARDANDO COMPROVANTE
20/01/2025,204113,2,valores,RECEPTIVO,JULIO,ITAÚ,ANA LIDIA,RESOLVIDO,SEM DESCONTO
21/01/2025,219910,2,"5.000,00",RECEPTIVO,JULIO,OMNI,ANA GESSICA,RESOLVIDO,
17/01/2025,209585 ,1,"R$ 10.800,00",RECEPTIVO,JULIO,SANTANDER,NUNO,RESOLVIDO,CANCELADO
17/01/2025,204113 ,2,"R$ 6.500,00",RECEPTIVO,JULIO,ITAÚ,THALISSON,RESOLVIDO,APROVADO
21/01/2025,225679 ,2,"R$ 5.000,00",RECEPTIVO,JULIO,OMNI,FELIPE,RESOLVIDO,EM ACORDO
17/01/2025,215662,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,APROVADO
16/01/2025,223101,2,"R$ 12.000,00",RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
20/01/2025,181471,2,"R$ 22.000,00",RECEPTIVO,JULIO,GMAC,ANA LIDIA,RESOLVIDO,APROVADO
16/01/2025,168071,1,"CLIENTE TEM INTERESSE NO REFINANCIAMENTO R$ 5.000,00",RECEPTIVO,JULIO,SAFRA,IGOR,RESOLVIDO,
16/01/2025,172686,1,VALORES,RECEPTIVO,JULIO,BRADESCO,MATHEUS,RESOLVIDO,APROVADO
17/01/2025,181215,4,revalidar boleto,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,178712,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ADRIANO,RESOLVIDO,APROVADO
17/01/2025,233637,1,"R$ 8.000,00",RECEPTIVO,JULIO,SANTANDER,LUARA,RESOLVIDO,
17/01/2025,216761 ,1,Valores e ref,RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
23/01/2025,223442,3,valores,RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
16/01/2025,226152,2,valores,RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
17/01/2025,198115,1,valores,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,APROVADO
17/01/2025,212397  ,1,"R$ 7.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,
17/01/2025,138361 ,1,"R$ 12.000,00",RECEPTIVO,JULIO,PANAMERICANO,ELISANGELA,RESOLVIDO,FANTASMA
17/01/2025,213877,2,9.000.00,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
17/01/2025,145882 ,2,"R$ 2.500,00",RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
17/01/2025,215341,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA LIDIA,RESOLVIDO,APROVADO
17/01/2025,215913,1,"R$ 4.000,00",RECEPTIVO,JULIO,BRADESCO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,225360 ,1,"R$ 15.000,00",RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,
16/01/2025,196845,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
16/01/2025,162774,3,"R$ 6.000,00",RECEPTIVO,JULIO,VOLKSWAGEN,LUARA,RESOLVIDO,
20/01/2025,201670 ,1,"R$ 9.000,00",RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
17/01/2025,220678,2,VALORES,RECEPTIVO,ANTUNES,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
17/01/2025,211647 ,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,SEM DESCONTO
20/01/2025,211647,2,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
21/01/2025,224319,2,VALORES,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,SEM DESCONTO
16/01/2025,217632,,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,FELIPE,RESOLVIDO,SEM DESCONTO
16/01/2025,219733,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
16/01/2025,201851,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
16/01/2025,201283,1,VALORES,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
16/01/2025,174437,2,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,LUARA,RESOLVIDO,
16/01/2025,218090,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
16/01/2025,229774,,valores,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,
17/01/2025, 183816,4,"R$ 11.143,05",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
16/01/2025,218860,2,valores,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
16/01/2025,196742,2,VALORES,RECEPTIVO,JULIO,PANAMERICANO,ALINE,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,220291,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,APROVADO
17/01/2025,211015,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,APROVADO
17/01/2025,213219,1,VALORES,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
20/01/2025,182593,2,valores,RECEPTIVO,JULIO,SANTANDER,ANA LIDIA,RESOLVIDO,APROVADO
17/01/2025,222520,3,13 mil ,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
17/01/2025,194814,3,"verificar se é possivel encaminhar 9.000,00 para análise",RECEPTIVO,JULIO,SANTANDER,,RESOLVIDO,
21/01/2025,158688 ,1,VALORES,RECEPTIVO,JULIO,RENNER,LUARA,RESOLVIDO,
17/01/2025,210023,2,"R$ 6.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,SEM DESCONTO
17/01/2025,230113,2,VALORES,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,SEM DESCONTO
17/01/2025,208382 ,1,Valores,RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
22/01/2025,213528 ,1,"R$ 3.000,00",RECEPTIVO,JULIO,ITAÚ,POLIANA,RESOLVIDO,APROVADO
17/01/2025,188443,1,verificar com o banco quitado cliente,RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,QUITADO APROVADO
17/01/2025,218265,1,"10.000,00",RECEPTIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
17/01/2025,192824,2,"8.000,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,APROVADO
20/01/2025,218679,2,valores,RECEPTIVO,JULIO,BV FINANCEIRA,YURI,RESOLVIDO,SEM DESCONTO
20/01/2025,219441,1,"7.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
20/01/2025,218180,1,valores,RECEPTIVO,JULIO,PANAMERICANO,POLIANA,RESOLVIDO,APROVADO
20/01/2025,226986,2,valores,RECEPTIVO,ANTUNES,PANAMERICANO,ANA LIDIA,RESOLVIDO,SEM DESCONTO
20/01/2025,227881,1,valores,RECEPTIVO,JULIO,SANTANDER,JULIANE,RESOLVIDO,SEM DESCONTO
20/01/2025,226986,2,"5.000,00",RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
20/01/2025,213692,3,"15.000,00",RECEPTIVO,JULIO,BRADESCO,YURI,RESOLVIDO,APROVADO
21/01/2025,206945,2,"12.000,00",RECEPTIVO,JULIO,BRADESCO,LUARA,RESOLVIDO,
17/01/2025,218853,1,VALORES,RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
17/01/2025,192786,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,APROVADO
17/01/2025,198879,2,"R$ 3.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,SEM DESCONTO
17/01/2025,188723,,VALORES,RECEPTIVO,JULIO,SANTANDER,MATHEUS,RESOLVIDO,QUITADO EMPRESA
21/01/2025,218665,2,"R$ 20.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
17/01/2025,214829,1,VALORES,RECEPTIVO,JULIO,ITAÚ,YURI,RESOLVIDO,APROVADO
22/01/2025,215290,1,VALORES,ATIVO,JULIO,SANTANDER,POLIANA,RESOLVIDO,APROVADO
17/01/2025,218679 ,2,"R$ 10.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,SEM DESCONTO
17/01/2025,198092 ,3,"R$ 22.000,00",RECEPTIVO,JULIO,PANAMERICANO,THALISSON,RESOLVIDO,APROVADO
20/01/2025,209724,2,"R$ 7.000,00",ATIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
17/01/2025,212311 ,1,"R$ 15.000,00",RECEPTIVO,JULIO,SANTANDER,ALINE,RESOLVIDO,SEM DESCONTO
17/01/2025,196769,1,"R$ 12.561,57",RECEPTIVO,JULIO,BV FINANCEIRA,ELISANGELA,RESOLVIDO,APROVADO
20/01/2025,225349,1,50% á 80%,RECEPTIVO,JULIO,ITAÚ,ALINE,RESOLVIDO,SEM DESCONTO
17/01/2025,221917,1,VALORES,ATIVO,JULIO,PANAMERICANO,ANA GESSICA,RESOLVIDO,APROVADO
17/01/2025,203965,3,VALORES,RECEPTIVO,JULIO,BRADESCO,THALISSON,RESOLVIDO,APROVADO
17/01/2025,192267,2,VALORES,RECEPTIVO,JULIO,SANTANDER,YURI,RESOLVIDO,APROVADO
21/01/2025,239232,1,50% A 80%,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
20/01/2025, 204492,1,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,APROVADO
17/01/2025,220678,2,CONTATAR CLIENTE,RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,INFORMAÇÕES 
17/01/2025,225569,,valores,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
17/01/2025,203968,,VALORES,ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,APROVADO
17/01/2025,154389,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,APROVADO
17/01/2025,198862,3,"R$ 15.000,00",ATIVO,JULIO,PANAMERICANO,JULIANE,RESOLVIDO,QUITADO EMPRESA
17/01/2025,205851,4,valores,RECEPTIVO,JULIO,ITAÚ,LUARA,RESOLVIDO,
17/01/2025,201217,1,valores,RECEPTIVO,JULIO,PANAMERICANO,LUARA,RESOLVIDO,
17/01/2025,203642,,VALORES,RECEPTIVO,JULIO,BRADESCO,FELIPE,RESOLVIDO,SEM DESCONTO
17/01/2025,233603,,VALORES,RECEPTIVO,JULIO,SANTANDER,FELIPE,RESOLVIDO,SEM DESCONTO
20/01/2025,194998,1,"R$ 5.123,53",ATIVO,JULIO,BV FINANCEIRA,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
20/01/2025,203651,1,VALORES,ATIVO,JULIO,BV FINANCEIRA,JULIANE,RESOLVIDO,APROVADO
20/01/2025,212649,2,"R$ 12.000,00",ATIVO,JULIO,OMNI,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
17/01/2025,221879,1,"R$ 20.000,00",ATIVO,JULIO,ITAÚ,ANA GESSICA,RESOLVIDO,APROVADO
21/01/2025,210568,1,"R$ 15.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,THALISSON,RESOLVIDO,SEM DESCONTO
17/01/2025,219025,1,VALORES,RECEPTIVO,JULIO,PANAMERICANO,YURI,RESOLVIDO,APROVADO
20/01/2025,208224,,VALORES,RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,AGUARDANDO BOLETO
21/01/2025,206664,1,,ATIVO,JULIO,BV FINANCEIRA,MATHEUS,RESOLVIDO,QUITADO EMPRESA
20/01/2025,103095,2,VALORES,ATIVO,JULIO,VOLKSWAGEN,THALISSON,RESOLVIDO,SEM DESCONTO
21/01/2025, 215039,3,"R$ 31.000,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,AGUARDANDO COMPROVANTE
21/01/2025,223270 ,5,"R$ 6.000,00",ATIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,SEM DESCONTO
22/01/2025,214069 ,2,"R$ 20.000,00",RECEPTIVO,JULIO,VOLKSWAGEN,YURI,RESOLVIDO,SEM DESCONTO
21/01/2025,197773,3,"R$ 12.500,00",RECEPTIVO,JULIO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
21/01/2025,239874,1,"R$ 6.000,00",RECEPTIVO,JULIO,BV FINANCEIRA,POLIANA,RESOLVIDO,AGUARDANDO BOLETO
20/01/2025,213138,1,"R$ 6.500,00",ATIVO,ADRIANO,SANTANDER,,RESOLVIDO,
20/01/2025,199458,1,"R$ 3.000,00",RECEPTIVO,ADRIANO,SANTANDER,ANA GESSICA,RESOLVIDO,SEM DESCONTO
21/01/2025,219594,2,"R$ 11.000,00",ATIVO,JULIO,PANAMERICANO,MATHEUS,RESOLVIDO,APROVADO
20/01/2025,217933,2,"R$ 10.000,00",ATIVO,JULIO,BV FINANCEIRA,ANA LIDIA,RESOLVIDO,APROVADO
20/01/2025,216359,5,"R$ 11.500,00",RECEPTIVO,JULIO,PANAMERICANO,FELIPE,RESOLVIDO,APROVADO
20/01/2025,222756,1,"R$ 18.000,00",RECEPTIVO,JULIO,ITAÚ,ELIZABETE,RESOLVIDO,APROVADO
20/01/2025,237702,1,"1.800,00",RECEPTIVO,JULIO,SANTANDER,THALISSON,RESOLVIDO,APROVADO
